term	gobpid	organism	query_lists_id	direction	p.adjusted	oddsratio	x_labels	Odds_Ratio_Score
gene conversion	GO:0035822	S. cerevisiae	AMB + LF	Down	0.0362337880997506	8.78631051752922	S. cerevisiae AMB + LF	-8.78631051752922
gene expression	GO:0010467	S. cerevisiae	AMB only	Down	2.93087548032407e-11	1.5771225366721	S. cerevisiae AMB only	-1.5771225366721
gene expression	GO:0010467	S. cerevisiae	AMB + LF	Up	0.043192467733513	1.21778676669981	S. cerevisiae AMB + LF	1.21778676669981
gene silencing	GO:0016458	S. cerevisiae	AMB only	Down	0.028091152464698	1.66488918964642	S. cerevisiae AMB only	-1.66488918964642
glucan biosynthetic process	GO:0009250	S. cerevisiae	AMB only	Up	0.0156000406234856	2.78183748672787	S. cerevisiae AMB only	2.78183748672787
glucan metabolic process	GO:0044042	S. cerevisiae	AMB only	Up	0.00384997781640208	2.64016897081413	S. cerevisiae AMB only	2.64016897081413
gluconeogenesis	GO:0006094	C. neoformans	AMB only	Up	0.00167977175048323	5.03160556257901	C. neoformans AMB only	5.03160556257901
gluconeogenesis	GO:0006094	C. neoformans	AMB + LF	Up	0.00769042107284449	4.21420765027322	C. neoformans AMB + LF	4.21420765027322
gluconeogenesis	GO:0006094	S. cerevisiae	AMB only	Up	0.0399294724035038	2.68460891505467	S. cerevisiae AMB only	2.68460891505467
glucose 6-phosphate metabolic process	GO:0051156	C. neoformans	AMB only	Up	0.00523831956703628	6.44636118598383	C. neoformans AMB only	6.44636118598383
glucose 6-phosphate metabolic process	GO:0051156	C. neoformans	AMB + LF	Up	0.00409130886453613	7.01343500363108	C. neoformans AMB + LF	7.01343500363108
glucose metabolic process	GO:0006006	C. neoformans	AMB only	Up	0.00053841113856866	3.48233695652174	C. neoformans AMB only	3.48233695652174
glucose metabolic process	GO:0006006	C. neoformans	AMB + LF	Up	0.0108471639659581	2.69139019745414	C. neoformans AMB + LF	2.69139019745414
glucose metabolic process	GO:0006006	S. cerevisiae	AMB only	Up	0.000521747070967857	2.932224717361	S. cerevisiae AMB only	2.932224717361
glucose metabolic process	GO:0006006	S. cerevisiae	AMB + LF	Down	0.0399414541328187	2.16547907298513	S. cerevisiae AMB + LF	-2.16547907298513
glutamate biosynthetic process	GO:0006537	C. neoformans	AMB only	Up	0.0222988757959759	5.83626097867001	C. neoformans AMB only	5.83626097867001
glutamate metabolic process	GO:0006536	C. neoformans	AMB only	Up	0.00247051490892502	4.67103124435615	C. neoformans AMB only	4.67103124435615
glutamate metabolic process	GO:0006536	C. neoformans	AMB + LF	Up	0.0321185194690562	3.36593886462882	C. neoformans AMB + LF	3.36593886462882
glutamate metabolic process	GO:0006536	S. cerevisiae	AMB only	Up	0.0024095723566958	7.34981838502375	S. cerevisiae AMB only	7.34981838502375
glutamine catabolic process	GO:0006543	C. neoformans	AMB + LF	Down	0.0454170881784012	45.2315270935961	C. neoformans AMB + LF	-45.2315270935961
glutamine family amino acid biosynthetic process	GO:0009084	S. cerevisiae	AMB only	Up	4.14748523492382e-05	6.13904576436222	S. cerevisiae AMB only	6.13904576436222
glutamine family amino acid biosynthetic process	GO:0009084	S. cerevisiae	AMB + LF	Up	1.05809118701812e-07	9.51033732317737	S. cerevisiae AMB + LF	9.51033732317737
glutamine family amino acid metabolic process	GO:0009064	S. cerevisiae	AMB only	Up	5.36876522093962e-05	3.42842153583842	S. cerevisiae AMB only	3.42842153583842
glutamine family amino acid metabolic process	GO:0009064	S. cerevisiae	AMB + LF	Up	7.60985438804202e-07	4.38030803080308	S. cerevisiae AMB + LF	4.38030803080308
glutamine metabolic process	GO:0006541	C. neoformans	AMB + LF	Down	0.0190057937794138	7.15	C. neoformans AMB + LF	-7.15
glutamine metabolic process	GO:0006541	S. cerevisiae	AMB + LF	Up	0.000830616196849147	5.96112311015119	S. cerevisiae AMB + LF	5.96112311015119
glutamine transport	GO:0006868	S. cerevisiae	AMB only	Up	0.0488160755600507	Inf	S. cerevisiae AMB only	Inf
glutathione biosynthetic process	GO:0006750	C. neoformans	AMB only	Up	0.0286958445254287	19.96	C. neoformans AMB only	19.96
glutathione metabolic process	GO:0006749	C. neoformans	AMB only	Up	0.00590899440059438	3.70659560293138	C. neoformans AMB only	3.70659560293138
glutathione metabolic process	GO:0006749	C. neoformans	AMB + LF	Up	0.0253218396832639	3.10376597950017	C. neoformans AMB + LF	3.10376597950017
glutathione transmembrane import into vacuole	GO:0071996	C. neoformans	AMB only	Up	0.0354814603210166	8.32290362953692	C. neoformans AMB only	8.32290362953692
glutathione transmembrane transport	GO:0034775	C. neoformans	AMB only	Up	0.0222988757959759	7.49812030075188	C. neoformans AMB only	7.49812030075188
glutathione transport	GO:0034635	C. neoformans	AMB only	Up	0.0222988757959759	7.49812030075188	C. neoformans AMB only	7.49812030075188
glyceraldehyde-3-phosphate metabolic process	GO:0019682	C. neoformans	AMB only	Up	0.00833700392956736	6.678391959799	C. neoformans AMB only	6.678391959799
glyceraldehyde-3-phosphate metabolic process	GO:0019682	C. neoformans	AMB + LF	Up	0.00563058449755071	7.56822633297062	C. neoformans AMB + LF	7.56822633297062
glycerol biosynthetic process	GO:0006114	C. neoformans	AMB only	Up	0.00904377000827665	Inf	C. neoformans AMB only	Inf
glycerol biosynthetic process	GO:0006114	C. neoformans	AMB + LF	Up	0.0189195586330104	Inf	C. neoformans AMB + LF	Inf
glycerol metabolic process	GO:0006071	C. neoformans	AMB only	Up	0.000138782914929908	8.18663084702908	C. neoformans AMB only	8.18663084702908
glycerol metabolic process	GO:0006071	C. neoformans	AMB + LF	Up	0.00324607833733886	5.61863173216885	C. neoformans AMB + LF	5.61863173216885
glycerol-3-phosphate catabolic process	GO:0046168	C. neoformans	AMB only	Up	0.00904377000827665	Inf	C. neoformans AMB only	Inf
glycerol-3-phosphate metabolic process	GO:0006072	C. neoformans	AMB only	Up	0.0286958445254287	19.96	C. neoformans AMB only	19.96
glycerolipid metabolic process	GO:0046486	S. cerevisiae	AMB + LF	Down	0.0235933070724125	1.88268333644337	S. cerevisiae AMB + LF	-1.88268333644337
glycerophospholipid metabolic process	GO:0006650	S. cerevisiae	AMB + LF	Down	0.0425252972040832	1.84702024522384	S. cerevisiae AMB + LF	-1.84702024522384
glycogen biosynthetic process	GO:0005978	S. cerevisiae	AMB only	Up	0.000719739804664613	6.38225957049487	S. cerevisiae AMB only	6.38225957049487
glycogen metabolic process	GO:0005977	S. cerevisiae	AMB only	Up	0.000521747070967857	4.4295358649789	S. cerevisiae AMB only	4.4295358649789
glycolytic process	GO:0006096	C. neoformans	AMB only	Up	0.0029434357353796	5.5249684741488	C. neoformans AMB only	5.5249684741488
glycolytic process	GO:0006096	C. neoformans	AMB + LF	Up	0.00324607833733886	5.61863173216885	C. neoformans AMB + LF	5.61863173216885
glycosyl compound biosynthetic process	GO:1901659	S. cerevisiae	AMB only	Down	1.87438381818119e-06	6.60799718574109	S. cerevisiae AMB only	-6.60799718574109
glycosyl compound metabolic process	GO:1901657	S. cerevisiae	AMB only	Down	1.03884617850259e-08	5.98639455782313	S. cerevisiae AMB only	-5.98639455782313
glycosylation	GO:0070085	S. cerevisiae	AMB only	Down	0.018384932641963	2.04996771068776	S. cerevisiae AMB only	-2.04996771068776
glyoxylate cycle	GO:0006097	C. neoformans	AMB only	Up	0.0022226820504793	Inf	C. neoformans AMB only	Inf
glyoxylate cycle	GO:0006097	C. neoformans	AMB + LF	Up	0.00538247357268396	Inf	C. neoformans AMB + LF	Inf
glyoxylate metabolic process	GO:0046487	C. neoformans	AMB only	Up	0.00173680178748633	17.5263488080301	C. neoformans AMB only	17.5263488080301
glyoxylate metabolic process	GO:0046487	C. neoformans	AMB + LF	Up	0.000468073659801446	33.6347826086957	C. neoformans AMB + LF	33.6347826086957
heterocycle biosynthetic process	GO:0018130	S. cerevisiae	AMB only	Down	0.000230444517916941	1.39333125027898	S. cerevisiae AMB only	-1.39333125027898
heterocycle catabolic process	GO:0046700	S. cerevisiae	AMB only	Down	0.000762016337588715	1.81479838312136	S. cerevisiae AMB only	-1.81479838312136
heterocycle metabolic process	GO:0046483	S. cerevisiae	AMB only	Down	3.22403624006398e-27	2.03329998232214	S. cerevisiae AMB only	-2.03329998232214
hexose biosynthetic process	GO:0019319	C. neoformans	AMB only	Up	0.00247051490892502	4.67103124435615	C. neoformans AMB only	4.67103124435615
hexose biosynthetic process	GO:0019319	C. neoformans	AMB + LF	Up	0.00356718425891702	4.54334287157044	C. neoformans AMB + LF	4.54334287157044
hexose biosynthetic process	GO:0019319	S. cerevisiae	AMB only	Up	0.0399294724035038	2.68460891505467	S. cerevisiae AMB only	2.68460891505467
hexose metabolic process	GO:0019318	C. neoformans	AMB only	Up	0.000546538263086561	2.77519379844961	C. neoformans AMB only	2.77519379844961
hexose metabolic process	GO:0019318	C. neoformans	AMB + LF	Up	0.00689760433610692	2.31666329216441	C. neoformans AMB + LF	2.31666329216441
hexose metabolic process	GO:0019318	S. cerevisiae	AMB only	Up	0.000389898076166147	2.70643407063424	S. cerevisiae AMB only	2.70643407063424
hexose metabolic process	GO:0019318	S. cerevisiae	AMB + LF	Down	0.0246691638236165	2.10596442274154	S. cerevisiae AMB + LF	-2.10596442274154
histidine biosynthetic process	GO:0000105	S. cerevisiae	AMB only	Up	0.00748822996296472	10.2697881828317	S. cerevisiae AMB only	10.2697881828317
histidine biosynthetic process	GO:0000105	S. cerevisiae	AMB + LF	Up	0.00187154710061924	13.8571428571429	S. cerevisiae AMB + LF	13.8571428571429
histidine metabolic process	GO:0006547	S. cerevisiae	AMB only	Up	0.00748822996296472	10.2697881828317	S. cerevisiae AMB only	10.2697881828317
histidine metabolic process	GO:0006547	S. cerevisiae	AMB + LF	Up	0.00187154710061924	13.8571428571429	S. cerevisiae AMB + LF	13.8571428571429
homeostatic process	GO:0042592	C. neoformans	AMB only	Up	0.0337354882394781	1.51231231231231	C. neoformans AMB only	1.51231231231231
homeostatic process	GO:0042592	C. neoformans	AMB + LF	Up	0.0111065786747518	1.60257295406425	C. neoformans AMB + LF	1.60257295406425
homeostatic process	GO:0042592	S. cerevisiae	AMB only	Up	0.00377969457187647	1.60327827648115	S. cerevisiae AMB only	1.60327827648115
homeostatic process	GO:0042592	S. cerevisiae	AMB + LF	Down	0.00697893972086903	1.60152107623318	S. cerevisiae AMB + LF	-1.60152107623318
homologous chromosome segregation	GO:0045143	C. neoformans	AMB + LF	Down	0.0181247825536919	5.73869346733668	C. neoformans AMB + LF	-5.73869346733668
homologous recombination	GO:0035825	S. cerevisiae	AMB + LF	Down	0.0460636659030433	2.20896785109983	S. cerevisiae AMB + LF	-2.20896785109983
hydrogen peroxide catabolic process	GO:0042744	C. neoformans	AMB + LF	Up	0.00012857663508501	21.062091503268	C. neoformans AMB + LF	21.062091503268
hydrogen peroxide catabolic process	GO:0042744	S. cerevisiae	AMB only	Up	0.0488160755600507	Inf	S. cerevisiae AMB only	Inf
hydrogen peroxide metabolic process	GO:0042743	C. neoformans	AMB only	Up	0.0222988757959759	5.83626097867001	C. neoformans AMB only	5.83626097867001
hydrogen peroxide metabolic process	GO:0042743	C. neoformans	AMB + LF	Up	3.5271384846679e-05	23.1935659760087	C. neoformans AMB + LF	23.1935659760087
hydrogen peroxide metabolic process	GO:0042743	S. cerevisiae	AMB only	Up	0.0136339711016929	Inf	S. cerevisiae AMB only	Inf
hydrogen sulfide biosynthetic process	GO:0070814	C. neoformans	AMB only	Up	0.000530584936259927	Inf	C. neoformans AMB only	Inf
hydrogen sulfide metabolic process	GO:0070813	C. neoformans	AMB only	Up	0.000530584936259927	Inf	C. neoformans AMB only	Inf
hyperosmotic response	GO:0006972	S. cerevisiae	AMB only	Up	0.0488160755600507	3.60164458656921	S. cerevisiae AMB only	3.60164458656921
hyperosmotic salinity response	GO:0042538	S. cerevisiae	AMB only	Up	0.00335276156846002	15.4076086956522	S. cerevisiae AMB only	15.4076086956522
imidazole-containing compound metabolic process	GO:0052803	S. cerevisiae	AMB only	Up	0.00748822996296472	10.2697881828317	S. cerevisiae AMB only	10.2697881828317
imidazole-containing compound metabolic process	GO:0052803	S. cerevisiae	AMB + LF	Up	0.00187154710061924	13.8571428571429	S. cerevisiae AMB + LF	13.8571428571429
IMP biosynthetic process	GO:0006188	S. cerevisiae	AMB only	Down	0.000469831100493718	17.4362264150943	S. cerevisiae AMB only	-17.4362264150943
IMP metabolic process	GO:0046040	S. cerevisiae	AMB only	Down	0.00127804566643843	11.6218867924528	S. cerevisiae AMB only	-11.6218867924528
import across plasma membrane	GO:0098739	C. neoformans	AMB only	Up	0.0211623293392435	3.10854253205707	C. neoformans AMB only	3.10854253205707
import across plasma membrane	GO:0098739	C. neoformans	AMB + LF	Up	0.0337977036924025	2.94781181619256	C. neoformans AMB + LF	2.94781181619256
import into cell	GO:0098657	S. cerevisiae	AMB only	Up	2.57564914622335e-05	2.63612673010381	S. cerevisiae AMB only	2.63612673010381
import into nucleus	GO:0051170	S. cerevisiae	AMB only	Down	0.0311072243135725	2.26580350342727	S. cerevisiae AMB only	-2.26580350342727
indolalkylamine biosynthetic process	GO:0046219	S. cerevisiae	AMB + LF	Up	0.00518116731929779	29.6409431939979	S. cerevisiae AMB + LF	29.6409431939979
indole-containing compound biosynthetic process	GO:0042435	S. cerevisiae	AMB + LF	Up	0.00518116731929779	29.6409431939979	S. cerevisiae AMB + LF	29.6409431939979
inorganic anion transport	GO:0015698	S. cerevisiae	AMB + LF	Up	0.0107728493000821	3.76014550414914	S. cerevisiae AMB + LF	3.76014550414914
inorganic cation import across plasma membrane	GO:0098659	C. neoformans	AMB only	Up	0.0128460089995459	10	C. neoformans AMB only	10
inorganic cation import across plasma membrane	GO:0098659	C. neoformans	AMB + LF	Up	0.00511987917946387	14.6954397394137	C. neoformans AMB + LF	14.6954397394137
inorganic cation transmembrane transport	GO:0098662	C. neoformans	AMB only	Up	0.000448206957035486	2.31847292343869	C. neoformans AMB only	2.31847292343869
inorganic cation transmembrane transport	GO:0098662	C. neoformans	AMB + LF	Up	0.00308518384359846	2.06919226975487	C. neoformans AMB + LF	2.06919226975487
inorganic ion homeostasis	GO:0098771	C. neoformans	AMB only	Up	0.0309914368881301	1.83937823834197	C. neoformans AMB only	1.83937823834197
inorganic ion homeostasis	GO:0098771	C. neoformans	AMB + LF	Up	0.0122910907107039	1.97185530282269	C. neoformans AMB + LF	1.97185530282269
inorganic ion homeostasis	GO:0098771	S. cerevisiae	AMB only	Up	8.81133213201757e-05	2.33435273675065	S. cerevisiae AMB only	2.33435273675065
inorganic ion import across plasma membrane	GO:0099587	C. neoformans	AMB only	Up	0.00817838518729744	8.75878293601004	C. neoformans AMB only	8.75878293601004
inorganic ion import across plasma membrane	GO:0099587	C. neoformans	AMB + LF	Up	0.00409130886453613	11.2057971014493	C. neoformans AMB + LF	11.2057971014493
inorganic ion transmembrane transport	GO:0098660	C. neoformans	AMB only	Up	0.00143537003546993	2.09288537549407	C. neoformans AMB only	2.09288537549407
inorganic ion transmembrane transport	GO:0098660	C. neoformans	AMB + LF	Up	0.0102620670249103	1.85781098919578	C. neoformans AMB + LF	1.85781098919578
intracellular protein transmembrane transport	GO:0065002	S. cerevisiae	AMB + LF	Down	0.0348688535752037	2.09636453069803	S. cerevisiae AMB + LF	-2.09636453069803
intracellular protein transport	GO:0006886	S. cerevisiae	AMB only	Down	0.00657649531472212	1.46426910001789	S. cerevisiae AMB only	-1.46426910001789
intracellular protein transport	GO:0006886	S. cerevisiae	AMB + LF	Down	0.0192646049055516	1.45975537581377	S. cerevisiae AMB + LF	-1.45975537581377
intracellular signal transduction	GO:0035556	S. cerevisiae	AMB only	Up	0.0479687408574306	1.50956012378426	S. cerevisiae AMB only	1.50956012378426
intracellular transport	GO:0046907	S. cerevisiae	AMB only	Down	0.00443703057880382	1.40490028090665	S. cerevisiae AMB only	-1.40490028090665
intracellular transport	GO:0046907	S. cerevisiae	AMB + LF	Down	0.018532770587732	1.38985745689834	S. cerevisiae AMB + LF	-1.38985745689834
ion homeostasis	GO:0050801	C. neoformans	AMB only	Up	0.0151388911131657	1.87797913950456	C. neoformans AMB only	1.87797913950456
ion homeostasis	GO:0050801	C. neoformans	AMB + LF	Up	0.0138625306896545	1.88318878460259	C. neoformans AMB + LF	1.88318878460259
ion homeostasis	GO:0050801	S. cerevisiae	AMB only	Up	2.57564914622335e-05	2.33120936081462	S. cerevisiae AMB only	2.33120936081462
ion transmembrane transport	GO:0034220	C. neoformans	AMB only	Up	1.27870494928481e-05	2.1917224343502	C. neoformans AMB only	2.1917224343502
ion transmembrane transport	GO:0034220	C. neoformans	AMB + LF	Up	0.00280597762760571	1.77519539284245	C. neoformans AMB + LF	1.77519539284245
ion transmembrane transport	GO:0034220	S. cerevisiae	AMB only	Up	4.04355741620288e-07	2.33528990299824	S. cerevisiae AMB only	2.33528990299824
ion transmembrane transport	GO:0034220	S. cerevisiae	AMB + LF	Up	5.70215558531795e-09	2.68514457439896	S. cerevisiae AMB + LF	2.68514457439896
ion transport	GO:0006811	C. neoformans	AMB only	Up	5.46259270237291e-08	2.25581014729951	C. neoformans AMB only	2.25581014729951
ion transport	GO:0006811	C. neoformans	AMB + LF	Up	0.000340209179117947	1.7682570593963	C. neoformans AMB + LF	1.7682570593963
ion transport	GO:0006811	S. cerevisiae	AMB only	Up	6.53406636389512e-13	2.52624011502516	S. cerevisiae AMB only	2.52624011502516
ion transport	GO:0006811	S. cerevisiae	AMB + LF	Up	3.88602091446738e-08	2.20500171785595	S. cerevisiae AMB + LF	2.20500171785595
iron chelate transport	GO:0015688	S. cerevisiae	AMB only	Up	0.00748822996296472	10.2697881828317	S. cerevisiae AMB only	10.2697881828317
iron ion homeostasis	GO:0055072	S. cerevisiae	AMB only	Up	0.00525590383712719	2.682136485281	S. cerevisiae AMB only	2.682136485281
iron-sulfur cluster assembly	GO:0016226	S. cerevisiae	AMB + LF	Up	0.0251093960855613	4.11285915376335	S. cerevisiae AMB + LF	4.11285915376335
